 123.29469445   36.25250559      1237657607497319535   20.07   22.33   2
 123.29800786   36.26806879      1237657607497384375   18.53   19.79   3
 123.18567255   36.27740955      1237657594612679477   20.02   20.75   3
 123.41132238   36.06755211      1237657594075808452   20.18   21.03   2
 123.24285892   36.32783213      1237657594612744203   20.09   20.47   3
 123.15984019   36.28475036      1237657594612679448   19.80   20.97   2
 123.29485728   36.18678163      1237657607497318981   20.41   20.97   3
 123.17744885   36.19218742      1237657607497319093   20.10   20.61   3
 122.95452803   36.24597756      1237657594612613997   20.91   21.69   2
 122.95332650   36.25002652      1237657594612614016   20.86   21.33   2
 122.98606688   36.36280923      1237657594612679079   19.82   20.77   2
 123.16039443   36.30956356      1237657594612679503   20.80   21.59   2
 123.17581777   36.48133563      1237657594612745104   19.89   21.34   2
 123.21389163   36.17221155      1237657607497319104   19.93   21.15   2
 123.52901476   36.26807393      1237657607497384726   20.51   21.14   2
 123.01638342   36.11898065      1237657594612613595   20.01   20.41   3
 123.24683323   36.17181230      1237657607497319153   20.50   21.73   3
 123.43829550   36.08425315      1237657594075808226   19.13   20.07   3
 123.22603863   36.48126026      1237657594612745188   19.66   20.72   3
 123.14371913   36.22519291      1237657594612678809   18.93   19.76   3
 123.01107896   36.38447786      1237657594612679103   20.48   20.98   3
 123.31121651   35.96187394      1237657594075742688   20.05   20.70   2
 123.38198708   36.01802204      1237657594075743188   20.83   21.38   3
 123.42817311   35.99719428      1237657594075808197   19.74   20.90   2
 123.39979811   36.02676003      1237657594075808324   19.89   21.25   2
 123.49243687   36.12865178      1237657594075809007   20.92   22.52   2
 123.52910397   36.22974998      1237657594075874042   20.83   21.93   2
 122.94378467   36.28319918      1237657594612613640   20.35   20.85   3
 122.96322678   36.18429770      1237657594612613844   19.92   20.53   3
 123.26822084   36.49389491      1237657594612745266   20.74   21.31   3
 123.20034213   36.49011678      1237657594612744513   20.66   21.78   3
 123.40202540   36.47803915      1237657594612809771   18.59   19.53   3
 123.03667102   36.05443649      1237657607497253397   20.61   21.23   2
 123.53475798   36.26654529      1237657607497384737   20.09   20.99   2
 123.53963477   36.24833600      1237657607497385105   20.58   22.96   2
 122.93262177   36.33022799      1237657608034189800   20.90   21.74   2
 123.01804363   36.40825077      1237657608034190137   20.04   21.00   3
 122.95797312   36.17416738      1237657594612613806   19.49   20.38   3
 123.00777239   36.10707346      1237657594612613590   20.75   21.21   3
 123.34587155   36.00708463      1237657594075742599   19.14   19.70   3
 123.48507601   36.00002321      1237657594075808212   19.35   20.29   3
 123.00759496   36.40725839      1237657608034189845   18.82   19.96   3
 123.23935210   36.49548520      1237657594612744793   19.80   20.18   3
 123.01235397   36.40677186      1237657608034190125   19.89   20.66   3
 123.18682198   35.91337409      1237657594075676983   19.55   20.39   3
 123.45992452   36.05992846      1237657594075808523   20.55   21.05   3
 123.57632825   36.05017108      1237657594075808756   20.57   21.10   3
 123.59415198   36.06132811      1237657594075808816   20.47   21.17   2
 123.56157912   36.22001259      1237657594075873728   20.88   21.35   3
 123.55321098   36.09880245      1237657594075873795   20.63   21.21   3
 123.61999502   36.05888755      1237657594075873805   20.80   21.70   2
 123.61030599   36.09722511      1237657594075873881   20.29   22.90   2
 123.64893786   36.10070971      1237657594075873951   20.98   21.95   2
 123.65406639   36.10080580      1237657594075873971   20.43   21.51   3
 123.67255576   36.13780726      1237657594075874062   19.29   23.10   3
 123.56542180   36.21775681      1237657594075874065   20.92   21.49   2
 122.91910126   36.11265751      1237657594612547952   18.19   18.93   3
 122.97089523   36.05262532      1237657594612548534   20.97   22.26   3
 122.93942836   36.08339909      1237657594612547918   20.08   20.84   3
 122.99743697   36.07791452      1237657594612548637   20.88   21.47   3
 122.88827643   36.17393008      1237657594612548696   21.00   21.47   3
 122.93093780   36.17706846      1237657594612613776   20.43   21.90   2
 123.40601301   36.52371835      1237657594612810224   20.98   21.48   2
 123.45566020   36.52639637      1237657594612810686   20.74   21.55   2
 122.97988505   36.01290894      1237657607497188051   20.38   21.13   2
 122.98015484   36.03574959      1237657607497188098   20.67   21.28   2
 123.20847901   35.95419196      1237657607497253452   20.40   21.12   2
 123.60639647   36.30936660      1237657607497450157   20.97   21.47   3
 123.51575010   36.39600359      1237657607497450191   20.19   21.01   3
 123.47936997   36.43198685      1237657607497450205   20.34   21.46   2
 123.58685902   36.41610225      1237657607497450316   19.62   22.12   2
 122.96611960   36.39268951      1237657608034190056   20.29   21.34   2
 123.14859014   36.54411984      1237657608034255162   18.89   19.89   3
 123.04742509   36.46647108      1237657608034255283   19.87   20.86   2
 123.03843248   36.46207945      1237657608034255393   20.99   21.49   3
